Date,Open,High,Low,Close,Adj Close,Volume
2013-09-24,75.800003,76.790001,75.580002,76.040001,60.872089,5412700
2013-09-25,75.879997,76.309998,75.260002,75.519997,60.455780,6785600
2013-09-26,75.620003,76.419998,75.620003,76.070000,60.896099,3798200
2013-09-27,75.650002,76.089996,75.379997,75.959999,60.808033,4058700
2013-09-30,75.180000,76.080002,74.959999,75.849998,60.719955,6276200
2013-10-01,75.879997,76.419998,75.639999,76.260002,61.048187,4411700
2013-10-02,75.860001,76.379997,75.440002,76.320000,61.096226,5118400
2013-10-03,76.400002,76.830002,75.510002,75.879997,60.744011,6979700
2013-10-04,75.800003,76.250000,75.480003,75.779999,60.663925,4855800
2013-10-07,75.400002,75.849998,75.089996,75.129997,60.143608,5087000
2013-10-08,75.019997,75.269997,74.169998,74.269997,59.455135,8997900
2013-10-09,74.349998,74.639999,73.900002,74.139999,59.351059,6817600
2013-10-10,75.040001,75.510002,74.739998,75.510002,60.447807,6092800
2013-10-11,75.449997,76.629997,75.419998,76.320000,61.096226,6936700
2013-10-14,75.739998,76.519997,75.589996,76.349998,61.120235,4119000
2013-10-15,76.139999,76.239998,75.089996,75.180000,60.183601,6645400
2013-10-16,75.440002,75.589996,74.570000,74.940002,59.991478,12877900
2013-10-17,74.510002,75.809998,74.510002,75.739998,60.631905,7176400
2013-10-18,75.260002,75.500000,73.739998,74.690002,59.791367,14334800
2013-10-21,74.599998,74.800003,74.150002,74.620003,59.735317,7578700
2013-10-22,75.040001,75.129997,74.589996,74.860001,59.927444,6867000
2013-10-23,74.540001,75.410004,74.510002,75.080002,60.103584,5526100
2013-10-24,75.419998,76.839996,75.410004,76.779999,61.464470,7927400
2013-10-25,76.550003,76.610001,76.010002,76.250000,61.040176,5944200
2013-10-28,76.150002,76.400002,75.800003,76.059998,60.888065,7728100
2013-10-29,76.449997,77.550003,76.389999,77.500000,62.040848,7248000
2013-10-30,77.680000,78.599998,77.519997,77.879997,62.345001,7251900
2013-10-31,77.989998,78.449997,77.519997,77.889999,62.353043,7577600
2013-11-01,77.980003,78.029999,76.839996,76.989998,61.632565,7178300
2013-11-04,77.180000,77.419998,76.610001,77.000000,61.640583,3906500
2013-11-05,76.779999,76.800003,76.070000,76.650002,61.360386,6035300
2013-11-06,76.720001,76.790001,75.910004,76.419998,61.176254,5059600
2013-11-07,76.820000,77.190002,75.669998,75.690002,60.591892,5424600
2013-11-08,75.279999,75.709999,74.779999,75.480003,60.423790,9229700
2013-11-11,75.269997,75.669998,74.930000,75.370003,60.335705,5774000
2013-11-12,75.839996,76.589996,75.720001,76.180000,60.984161,6629200
2013-11-13,75.690002,77.690002,75.690002,77.599998,62.120892,7064700
2013-11-14,78.139999,79.339996,78.059998,78.940002,63.193588,6843800
2013-11-15,78.839996,80.089996,78.559998,80.029999,64.066185,10414800
2013-11-18,80.000000,80.470001,79.190002,79.669998,63.777985,8613000
2013-11-19,82.220001,82.269997,80.260002,80.379997,64.346359,12236700
2013-11-20,80.730003,80.730003,79.379997,79.750000,63.842022,7236900
2013-11-21,80.059998,80.059998,79.360001,79.830002,63.906071,5618600
2013-11-22,79.599998,79.820000,78.779999,79.180000,63.385746,7786200
2013-11-25,79.300003,80.040001,79.300003,79.750000,63.842022,5496100
2013-11-26,80.209999,80.900002,80.089996,80.349998,64.322327,9360700
2013-11-27,80.339996,80.750000,80.120003,80.660004,64.570511,5450000
2013-11-29,80.879997,81.389999,80.629997,80.669998,64.578514,3372600
2013-12-02,80.449997,80.750000,79.519997,79.769997,63.858025,5915600
2013-12-03,78.959999,79.480003,78.309998,78.709999,63.319054,7276900
2013-12-04,78.150002,78.750000,77.699997,78.400002,63.069672,7148800
2013-12-05,78.320000,79.540001,78.269997,78.540001,63.182301,6264900
2013-12-06,79.080002,80.050003,78.809998,79.839996,64.228096,5094600
2013-12-09,79.910004,80.599998,79.529999,79.599998,64.035019,5799800
2013-12-10,79.320000,79.930000,78.400002,78.610001,63.238605,7448400
2013-12-11,78.379997,79.809998,78.379997,79.000000,63.552349,7834500
2013-12-12,78.989998,79.199997,78.279999,78.529999,63.174255,8535200
2013-12-13,79.089996,79.570000,78.519997,79.010002,63.560390,6027100
2013-12-16,79.209999,79.760002,78.930000,79.099998,63.632778,7099700
2013-12-17,79.309998,79.370003,78.610001,78.620003,63.246643,6226000
2013-12-18,78.800003,80.059998,78.309998,80.050003,64.397034,8170300
2013-12-19,80.080002,80.470001,79.639999,79.949997,64.316566,6620800
2013-12-20,80.180000,80.830002,80.040001,80.040001,64.388954,11232900
2013-12-23,80.070000,80.919998,80.040001,80.559998,64.807320,3941300
2013-12-24,80.559998,80.959999,80.559998,80.639999,64.871666,1819800
2013-12-26,80.839996,81.739998,80.809998,81.550003,65.603714,3848800
2013-12-27,81.650002,82.239998,81.220001,81.639999,65.676125,3961900
2013-12-30,81.669998,81.980003,81.459999,81.940002,65.917465,3526400
2013-12-31,81.989998,82.470001,81.720001,82.339996,66.239227,4493600
2014-01-02,82.110001,82.570000,81.800003,82.019997,65.981834,4253400
2014-01-03,81.910004,82.480003,81.830002,81.889999,65.877243,3897900
2014-01-06,81.650002,81.980003,81.099998,81.099998,65.241730,11188800
2014-01-07,81.309998,81.919998,81.080002,81.500000,65.563499,4630900
2014-01-08,81.540001,81.940002,81.029999,81.930000,65.909424,4662300
2014-01-09,81.900002,81.940002,80.970001,81.570000,65.619812,4966000
2014-01-10,81.720001,82.040001,81.419998,82.010002,65.973785,4981000
2014-01-13,81.610001,82.129997,80.959999,80.970001,65.137146,6952400
2014-01-14,81.279999,81.489998,80.610001,81.010002,65.169312,5217300
2014-01-15,80.849998,81.430000,80.739998,81.070000,65.217560,5196800
2014-01-16,80.900002,81.379997,80.779999,81.260002,65.370438,4871200
2014-01-17,81.320000,81.349998,80.650002,81.000000,65.161285,6178000
2014-01-21,81.300003,81.500000,79.809998,80.459999,64.726852,6932800
2014-01-22,80.660004,80.809998,79.919998,80.199997,64.517708,5821600
2014-01-23,79.620003,80.300003,79.190002,80.239998,64.549858,6387000
2014-01-24,79.610001,80.000000,79.160004,79.160004,63.681061,7118300
2014-01-27,78.860001,79.169998,78.519997,78.940002,63.504086,6591200
2014-01-28,78.419998,78.930000,77.820000,78.540001,63.182301,10586500
2014-01-29,78.279999,78.750000,76.629997,76.680000,61.686001,9195300
2014-01-30,77.230003,77.760002,76.650002,76.930000,61.887115,6820900
2014-01-31,76.199997,77.470001,75.849998,76.849998,61.822754,10592200
2014-02-03,76.639999,76.730003,74.930000,75.089996,60.406898,9527000
2014-02-04,75.510002,75.849998,74.169998,74.970001,60.310383,9573400
2014-02-05,74.730003,75.550003,73.959999,75.260002,60.543663,10080300
2014-02-06,75.190002,76.199997,75.169998,76.160004,61.267670,6107100
2014-02-07,76.169998,76.599998,75.849998,76.449997,61.500957,6194200
2014-02-10,76.559998,76.589996,75.879997,76.410004,61.468800,6343600
2014-02-11,76.440002,76.989998,76.169998,76.699997,61.702080,6292900
2014-02-12,76.910004,77.330002,76.669998,77.279999,62.168678,7345900
2014-02-13,77.339996,77.870003,76.940002,77.589996,62.418068,6586900
2014-02-14,77.750000,78.129997,77.320000,77.930000,62.691570,4752300
2014-02-18,77.919998,78.080002,77.070000,77.570000,62.401970,4954700
2014-02-19,77.250000,77.519997,76.400002,76.449997,61.500957,7767800
2014-02-20,76.589996,77.559998,76.540001,77.480003,62.329582,5852200
2014-02-21,77.360001,78.040001,77.360001,77.739998,62.538727,7764500
2014-02-24,77.839996,78.250000,77.459999,77.870003,62.643280,11739500
2014-02-25,79.680000,81.000000,79.330002,80.980003,65.145187,13421700
2014-02-26,80.989998,82.709999,80.790001,81.699997,65.724365,9737800
2014-02-27,81.660004,82.199997,80.610001,81.970001,65.941574,6040900
2014-02-28,81.889999,83.099998,81.389999,82.029999,65.989853,7239600
2014-03-03,80.730003,82.029999,80.620003,82.000000,65.965729,8359500
2014-03-04,82.889999,83.199997,82.709999,82.870003,66.665604,6367600
2014-03-05,82.910004,83.199997,82.580002,82.910004,66.697792,5069900
2014-03-06,82.779999,82.889999,82.230003,82.410004,66.295563,6168400
2014-03-07,82.610001,82.669998,82.040001,82.550003,66.408173,5287700
2014-03-10,82.440002,82.540001,81.730003,82.180000,66.110527,4139000
2014-03-11,81.690002,81.849998,81.050003,81.290001,65.770691,4667900
2014-03-12,80.730003,80.849998,80.239998,80.559998,65.180092,7048700
2014-03-13,81.059998,81.059998,78.720001,78.800003,63.756084,7665800
2014-03-14,78.820000,79.879997,78.790001,79.379997,64.225349,6739000
2014-03-17,79.570000,80.190002,79.250000,79.580002,64.387177,5547600
2014-03-18,79.650002,80.559998,79.620003,79.820000,64.581360,5032600
2014-03-19,79.970001,80.489998,79.400002,79.750000,64.524719,6568400
2014-03-20,79.709999,80.239998,79.470001,80.089996,64.799805,5097800
2014-03-21,80.779999,81.900002,80.250000,80.419998,65.066795,10086100
2014-03-24,80.410004,80.459999,79.199997,79.660004,64.451897,7574200
2014-03-25,80.050003,80.089996,79.160004,79.470001,64.298187,5375500
2014-03-26,79.489998,79.779999,78.699997,78.870003,63.812714,6364600
2014-03-27,78.629997,79.019997,78.370003,78.680000,63.658978,5803300
2014-03-28,78.919998,79.500000,78.489998,78.720001,63.691368,5132700
2014-03-31,79.209999,79.330002,78.839996,79.129997,64.023056,5736200
2014-04-01,79.239998,80.290001,79.239998,79.379997,64.225349,6697600
2014-04-02,79.540001,80.760002,79.489998,79.949997,64.686516,6611700
2014-04-03,79.949997,80.019997,78.980003,79.400002,64.241531,5505400
2014-04-04,79.639999,79.699997,78.489998,78.720001,63.691368,6422000
2014-04-07,78.690002,78.690002,77.029999,77.129997,62.404907,11121300
2014-04-08,76.910004,77.440002,76.419998,77.110001,62.388706,7371000
2014-04-09,77.239998,77.930000,77.139999,77.760002,62.914646,8027600
2014-04-10,77.620003,78.220001,76.699997,76.779999,62.121723,6201500
2014-04-11,76.620003,77.059998,75.650002,75.699997,61.247913,8399100
2014-04-14,76.300003,76.860001,75.510002,75.970001,61.466366,8677200
2014-04-15,76.290001,76.400002,74.610001,75.889999,61.401627,7022900
2014-04-16,76.419998,76.580002,75.800003,76.580002,61.959923,6104700
2014-04-17,76.260002,77.680000,75.910004,77.089996,62.372540,6875000
2014-04-21,78.349998,78.349998,77.669998,77.959999,63.076450,6253300
2014-04-22,78.739998,80.230003,78.629997,79.669998,64.459976,11188400
2014-04-23,79.870003,80.050003,78.440002,78.519997,63.529541,7497000
2014-04-24,78.970001,79.809998,78.720001,79.769997,64.540886,7271600
2014-04-25,79.410004,79.699997,79.029999,79.379997,64.225349,6381400
2014-04-28,79.529999,81.150002,79.330002,80.169998,64.864532,14562400
2014-04-29,80.320000,80.320000,79.519997,79.519997,64.338646,5146500
2014-04-30,79.739998,79.739998,78.730003,79.510002,64.330536,8524700
2014-05-01,79.510002,79.650002,78.949997,79.330002,64.184883,3936700
2014-05-02,79.320000,80.160004,79.160004,79.400002,64.241531,3738400
2014-05-05,79.040001,79.180000,78.559998,78.690002,63.667072,3521000
2014-05-06,78.639999,78.760002,77.349998,77.419998,62.639549,6475800
2014-05-07,77.849998,77.959999,76.519997,77.080002,62.364426,5378600
2014-05-08,76.940002,77.730003,76.660004,77.050003,62.340172,5485100
2014-05-09,77.059998,77.750000,76.809998,77.709999,62.874172,4345800
2014-05-12,77.820000,78.440002,77.750000,78.269997,63.327267,4324200
2014-05-13,78.360001,78.680000,77.040001,77.269997,62.518169,5455500
2014-05-14,77.330002,77.370003,76.169998,76.309998,61.741432,6870000
2014-05-15,76.050003,76.290001,75.320000,76.239998,61.684837,6304700
2014-05-16,76.790001,77.370003,76.660004,77.360001,62.590984,7039400
2014-05-19,76.580002,77.070000,76.370003,76.500000,61.895195,7733800
2014-05-20,77.919998,78.820000,77.400002,77.959999,63.076450,15432200
2014-05-21,78.250000,78.510002,77.750000,78.080002,63.173542,6693900
2014-05-22,77.760002,79.050003,77.760002,78.779999,63.739876,5265900
2014-05-23,78.769997,79.400002,78.510002,79.180000,64.063530,5003100
2014-05-27,79.379997,80.000000,79.300003,79.690002,64.476166,4760600
2014-05-28,79.750000,80.000000,79.269997,79.680000,64.468079,4002200
2014-05-29,79.879997,79.989998,79.440002,79.900002,64.646057,4408900
2014-05-30,79.769997,80.269997,79.580002,80.230003,64.913078,4528000
2014-06-02,80.250000,81.059998,80.169998,80.839996,65.406616,6817700
2014-06-03,80.190002,80.879997,80.150002,80.669998,65.650764,5477700
2014-06-04,80.320000,80.889999,80.059998,80.540001,65.544968,4961600
2014-06-05,80.669998,80.860001,80.279999,80.379997,65.414749,5666400
2014-06-06,80.580002,81.269997,80.510002,80.639999,65.626343,4460300
2014-06-09,80.629997,81.320000,80.419998,80.610001,65.601929,3718600
2014-06-10,80.260002,80.849998,80.220001,80.739998,65.707733,4249500
2014-06-11,80.459999,80.730003,79.760002,79.809998,64.950897,4918100
2014-06-12,79.730003,79.779999,78.199997,78.430000,63.827812,7643300
2014-06-13,78.489998,78.589996,77.750000,78.070000,63.534821,7971800
2014-06-16,77.959999,79.089996,77.959999,78.900002,64.210320,7164400
2014-06-17,78.839996,80.459999,78.730003,80.019997,65.121788,9587300
2014-06-18,80.029999,80.760002,79.790001,80.709999,65.683296,8071500
2014-06-19,80.709999,80.849998,79.949997,80.440002,65.463585,5095400
2014-06-20,80.690002,80.800003,79.860001,80.169998,65.243843,13661000
2014-06-23,80.160004,80.800003,79.970001,80.639999,65.626343,4920400
2014-06-24,80.379997,80.830002,79.830002,80.430000,65.455444,5579300
2014-06-25,80.360001,80.610001,80.120003,80.529999,65.536804,4486300
2014-06-26,80.449997,80.970001,80.120003,80.750000,65.715874,5165200
2014-06-27,80.650002,81.470001,80.629997,81.129997,66.025116,5011000
2014-06-30,81.019997,81.230003,80.480003,80.959999,65.886787,5045300
2014-07-01,81.320000,81.970001,81.220001,81.820000,66.586655,5234600
2014-07-02,81.839996,82.180000,81.620003,81.980003,66.716873,4185700
2014-07-03,82.070000,82.349998,81.800003,82.050003,66.773819,2764000
2014-07-07,81.730003,82.089996,81.139999,81.419998,66.261116,6071000
2014-07-08,81.419998,81.529999,80.550003,80.760002,65.724014,7322900
2014-07-09,81.110001,81.230003,80.180000,80.730003,65.699600,6980600
2014-07-10,79.050003,79.580002,77.949997,79.400002,64.617218,11530900
2014-07-11,79.589996,79.900002,79.209999,79.610001,64.788109,4746400
2014-07-14,79.919998,80.059998,79.190002,79.459999,64.666046,7657200
2014-07-15,79.500000,80.059998,79.419998,79.860001,64.991570,6051900
2014-07-16,80.040001,80.239998,79.379997,79.660004,64.828812,9033700
2014-07-17,79.449997,79.879997,79.230003,79.550003,64.739288,7697300
2014-07-18,79.800003,80.279999,79.449997,80.080002,65.170616,5323200
2014-07-21,80.010002,80.029999,79.529999,79.709999,64.869499,4112800
2014-07-22,80.360001,80.750000,80.199997,80.540001,65.544968,6336100
2014-07-23,80.459999,81.089996,80.209999,81.019997,65.935608,3669200
2014-07-24,81.190002,81.540001,80.889999,81.199997,66.082108,4359600
2014-07-25,81.099998,81.300003,80.889999,81.029999,65.943733,4680100
2014-07-28,81.199997,81.339996,80.660004,81.070000,65.976288,3441600
2014-07-29,81.209999,81.809998,80.889999,80.980003,65.903069,4536500
2014-07-30,81.500000,81.849998,81.070000,81.760002,66.537849,5807300
2014-07-31,81.089996,81.580002,80.849998,80.849998,65.797264,5748900
2014-08-01,80.559998,81.080002,79.739998,79.750000,64.902061,8708000
2014-08-04,79.699997,80.250000,79.660004,80.029999,65.129906,7025000
2014-08-05,79.779999,80.860001,79.779999,80.029999,65.129906,5895500
2014-08-06,79.940002,81.019997,79.849998,80.519997,65.528679,4228200
2014-08-07,80.750000,81.070000,80.290001,80.470001,65.487999,4045900
2014-08-08,81.070000,82.459999,80.879997,82.430000,67.083115,7226500
2014-08-11,82.610001,83.070000,82.500000,82.879997,67.449318,3952000
2014-08-12,82.750000,83.089996,82.680000,82.919998,67.481880,3657100
2014-08-13,82.980003,83.389999,82.739998,83.120003,67.644623,4498700
2014-08-14,83.089996,83.970001,82.739998,83.860001,68.246857,4923000
2014-08-15,84.040001,84.089996,82.849998,83.690002,68.108498,5383500
2014-08-18,84.209999,84.620003,83.290001,83.589996,68.027107,9475300
2014-08-19,86.900002,88.989998,86.570000,88.230003,71.803230,18244600
2014-08-20,88.169998,91.070000,88.080002,90.750000,73.854057,13394200
2014-08-21,90.680000,91.809998,90.669998,91.150002,74.179611,8315900
2014-08-22,90.739998,91.330002,90.650002,91.029999,74.081917,6939200
2014-08-25,91.250000,91.820000,90.949997,91.199997,74.220276,7328700
2014-08-26,90.980003,91.830002,90.900002,91.629997,74.570221,5396400
2014-08-27,91.680000,91.959999,91.309998,91.870003,74.765541,4320200
2014-08-28,91.400002,92.730003,91.269997,92.510002,75.286354,7575700
2014-08-29,92.739998,93.519997,92.610001,93.500000,76.092049,7672200
2014-09-02,93.040001,93.309998,89.849998,91.150002,74.554359,20753200
2014-09-03,91.110001,91.309998,88.980003,89.000000,72.795792,15410400
2014-09-04,89.000000,90.750000,89.000000,89.930000,73.556503,8452200
2014-09-05,89.660004,91.639999,89.279999,91.610001,74.930611,7746400
2014-09-08,91.379997,91.779999,90.570000,90.820000,74.284462,4885900
2014-09-09,90.209999,90.330002,88.779999,88.930000,72.738541,8103000
2014-09-10,88.660004,89.400002,88.330002,89.250000,73.000290,6245400
2014-09-11,89.070000,89.419998,88.620003,89.220001,72.975746,4537800
2014-09-12,89.379997,89.500000,88.459999,88.839996,72.664925,4593700
2014-09-15,89.180000,89.540001,88.599998,89.379997,73.106606,3935000
2014-09-16,89.269997,90.739998,88.529999,90.269997,73.834595,5045100
2014-09-17,90.629997,91.540001,89.940002,91.220001,74.611610,7068800
2014-09-18,91.830002,92.440002,91.199997,92.089996,75.323235,6025100
2014-09-19,92.849998,93.750000,92.199997,92.339996,75.527679,12498800
2014-09-22,91.980003,92.419998,91.680000,91.889999,75.159615,5208800
2014-09-23,91.790001,92.220001,91.449997,91.489998,74.832474,6330000
2014-09-24,91.680000,93.110001,91.349998,93.019997,76.083878,6381400
2014-09-25,92.800003,93.000000,91.550003,91.900002,75.167809,4972100
2014-09-26,92.290001,93.000000,91.800003,92.839996,75.936676,4571400
2014-09-29,92.370003,93.169998,91.949997,92.879997,75.969368,3894600
2014-09-30,93.029999,93.209999,91.400002,91.739998,75.036942,6773000
2014-10-01,92.139999,92.339996,90.919998,91.019997,74.448021,5970700
2014-10-02,91.309998,92.459999,91.070000,92.239998,75.445900,5991200
2014-10-03,92.519997,93.680000,92.339996,93.540001,76.509193,6200100
2014-10-06,93.720001,94.250000,93.059998,93.260002,76.280167,4951700
2014-10-07,93.040001,93.559998,92.440002,92.470001,75.634018,5030300
2014-10-08,92.570000,94.160004,92.239998,94.089996,76.959068,6618900
2014-10-09,93.910004,94.790001,93.019997,93.070000,76.124779,6674700
2014-10-10,93.230003,93.860001,92.540001,92.550003,75.699440,6349800
2014-10-13,92.879997,92.940002,90.430000,90.599998,74.104492,7372200
2014-10-14,90.370003,90.529999,88.519997,90.099998,73.695534,9711300
2014-10-15,88.089996,89.169998,86.620003,87.849998,71.855194,12987500
2014-10-16,86.349998,89.720001,86.349998,88.879997,72.697655,7147600
2014-10-17,89.300003,91.120003,89.050003,90.239998,73.810036,7007300
2014-10-20,89.870003,92.070000,89.769997,91.849998,75.126915,5609400
2014-10-21,92.529999,94.370003,92.120003,94.199997,77.049042,6604700
2014-10-22,94.300003,94.989998,93.239998,93.339996,76.345634,5908900
2014-10-23,94.500000,95.519997,94.440002,94.800003,77.539795,5923100
2014-10-24,94.599998,95.190002,94.129997,94.989998,77.695198,4825200
2014-10-27,94.959999,95.680000,94.709999,95.470001,78.087822,4465100
2014-10-28,95.910004,96.599998,95.500000,96.589996,79.003899,5260100
2014-10-29,96.620003,97.250000,95.800003,96.419998,78.864853,4275400
2014-10-30,96.120003,97.800003,96.029999,97.519997,79.764572,4115800
2014-10-31,98.779999,99.260002,97.330002,97.519997,79.764572,6335900
2014-11-03,96.809998,96.830002,95.980003,96.089996,78.594910,7614200
2014-11-04,96.059998,96.180000,95.190002,95.959999,78.488602,5349600
2014-11-05,96.589996,96.849998,95.150002,95.779999,78.341362,5002700
2014-11-06,96.349998,97.510002,96.010002,97.290001,79.576439,4016900
2014-11-07,97.169998,97.750000,96.690002,97.650002,79.870888,3429600
2014-11-10,97.639999,98.169998,97.000000,98.160004,80.288055,3662300
2014-11-11,98.459999,98.750000,97.879997,98.139999,80.271683,3818400
2014-11-12,98.300003,98.699997,97.610001,98.489998,80.557961,4629400
2014-11-13,98.900002,99.360001,98.339996,99.000000,80.975098,3182800
2014-11-14,98.900002,99.000000,98.019997,98.239998,80.353470,4085500
2014-11-17,98.169998,98.949997,97.800003,98.029999,80.181709,8581600
2014-11-18,97.150002,97.709999,95.980003,95.980003,78.504974,10384400
2014-11-19,96.550003,97.309998,96.000000,96.699997,79.093842,6831100
2014-11-20,96.080002,97.970001,96.019997,97.570000,79.805458,4958800
2014-11-21,98.980003,99.099998,97.820000,98.279999,80.386200,6806800
2014-11-24,98.680000,98.900002,98.220001,98.400002,80.484329,5043600
2014-11-25,98.639999,98.870003,96.410004,97.010002,79.347412,7992000
2014-11-26,97.059998,97.709999,97.010002,97.699997,79.911789,4337900
2014-11-28,98.059998,99.800003,98.000000,99.400002,81.302292,3305800
2014-12-01,99.489998,99.610001,98.309998,98.879997,80.876953,4393700
2014-12-02,98.620003,99.000000,97.989998,98.160004,80.671501,4677700
2014-12-03,98.099998,98.739998,98.040001,98.589996,81.024879,4357200
2014-12-04,98.150002,99.110001,97.779999,98.949997,81.320732,5220000
2014-12-05,98.769997,99.680000,98.660004,99.639999,81.887840,4649100
2014-12-08,99.709999,100.949997,99.660004,100.430000,82.537064,6624300
2014-12-09,99.690002,99.980003,98.589996,99.639999,81.887840,5280500
2014-12-10,99.360001,100.230003,98.820000,98.940002,81.312531,5357000
2014-12-11,99.279999,101.400002,99.150002,100.269997,82.405548,6864000
2014-12-12,99.690002,101.250000,99.389999,99.779999,82.002869,5983300
2014-12-15,100.010002,101.239998,99.290001,100.050003,82.224770,5488300
2014-12-16,99.379997,100.230003,96.989998,97.059998,79.767471,7829300
2014-12-17,97.589996,99.139999,97.089996,98.940002,81.312531,6096400
2014-12-18,100.339996,100.690002,99.300003,100.669998,82.734299,6594000
2014-12-19,100.919998,102.000000,100.809998,101.930000,83.769806,12500600
2014-12-22,102.250000,103.570000,102.230003,103.500000,85.060097,5418900
2014-12-23,103.660004,104.199997,103.320000,103.760002,85.273804,4067700
2014-12-24,104.050003,104.379997,103.559998,103.559998,85.109421,1819000
2014-12-26,103.980003,104.320000,103.480003,103.750000,85.265572,2594900
2014-12-29,103.580002,104.800003,103.260002,104.529999,85.906601,3492700
2014-12-30,104.440002,104.739998,103.849998,104.269997,85.692909,2927800
2014-12-31,104.750000,106.019997,104.559998,104.970001,86.268204,5821600
2015-01-02,105.160004,105.660004,102.669998,103.430000,85.002586,4323700
2015-01-05,102.779999,102.779999,100.790001,101.260002,83.219185,5878100
2015-01-06,102.070000,102.070000,100.339996,100.949997,82.964432,4910100
2015-01-07,102.290001,104.470001,102.000000,104.410004,85.807968,5091000
2015-01-08,105.370003,106.989998,105.019997,106.720001,87.706421,6464600
2015-01-09,106.879997,106.879997,104.820000,104.889999,86.202461,5717600
2015-01-12,105.169998,105.290001,104.059998,104.419998,85.816200,4992900
